Ticker,Short Name,Sector,Industry,Market Cap,Revenue CAGR,Revenue CAGR Years Used,Revenue CAGR Method,Revenue Growth,Earnings Growth,Forward PER,PBR,PSR,EV/EBITDA,ROE,ROA,Debt/Equity Raw,Debt/Equity,Operating Margin,Profit Margin,Free Cash Flow,Operating Cash Flow,FCF Yield,Data Quality,Failed Reason
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,99078471680.0,0.09113524548501961,3.0,Yearly,0.008,0.025,21.316051,3.732795,14.662652,21.1,0.15802,0.01481,14.587,0.14587,0.65036005,0.63443,2909012480.0,4309000192.0,0.029360691890720936,OK,
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,45808132096.0,0.11364082990765789,3.0,Yearly,0.093,-0.013,26.417765,20.864553,3.6871395,22.219,0.49560001,0.13075,246.35,2.4635,0.16108,0.114250004,1116464384.0,2327526912.0,0.024372624093473797,OK,
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,76825419776.0,0.06246086056249833,3.0,Yearly,0.094,0.047,16.135798,5.965967,2.2134786,16.348,0.21114,0.069970004,59.586,0.59586,0.11896,0.07822,2229374976.0,4647000064.0,0.02901871519218759,OK,
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,20743952384.0,-0.002215234024431356,3.0,Yearly,-0.005,-0.439,16.156702,2.2050374,2.3537903,13.574,0.09158,0.02971,185.604,1.8560400000000001,0.17167999,0.11642,-2198874880.0,2148000000.0,-0.10600076780430774,OK,
CNC,Centene Corporation,Healthcare,Healthcare Plans,32811147264.0,0.10452664402969458,3.0,Yearly,0.046,,12.502541,1.4542508,0.18197681,4.766,-0.20358999,0.02479,71.082,0.7108199999999999,0.0376,-0.02829,9639624704.0,9749000192.0,0.29379115050257576,OK,
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Utilities - Regulated Electric,25762549760.0,0.0012857616218755474,3.0,Yearly,0.107,0.233,18.742514,2.1980555,2.6780198,12.961,0.09825,0.029979998,210.256,2.10256,0.24489,0.11611,-5191875072.0,2576000000.0,-0.20152799782501032,OK,
COF,Capital One Financial Corporati,Financial Services,Credit Services,127792062464.0,0.1598069408002154,3.0,Yearly,11.11,,8.664431,1.2409225,2.6562476,,0.09031,0.01523,,,0.33629,0.21867001,,31452000256.0,,PARTIAL,
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,10251272192.0,0.07346203139761864,3.0,Yearly,0.006,3.571,11.485486,1.2305409,2.4195218,13.839,0.06838,0.02735,33.634,0.33634000000000003,0.20822,0.1346,542649984.0,1033299968.0,0.05293489177113833,OK,
COP,ConocoPhillips,Energy,Oil & Gas E&P,165003706368.0,-0.09106174739359629,3.0,Yearly,0.355,1.07,14.169802,2.5249555,2.559824,6.744,0.1418,0.07533,35.639,0.35639000000000004,0.3151,0.144,7691375104.0,21924999168.0,0.046613347501699674,OK,
COR,"Cencora, Inc.",Healthcare,Medical Distribution,61364293632.0,0.1043399050694318,3.0,Yearly,0.051,0.119,16.235432,20.11321,0.18440379,13.198,0.96871,0.03559,446.516,4.46516,0.014149999,0.00789,2043314048.0,4820946944.0,0.03329809449537053,OK,
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,401246322688.0,0.06640442726947482,3.0,Yearly,0.215,0.455,39.9842,24.270884,1.3667034,28.98,0.29152,0.086660005,60.257,0.6025699999999999,0.036730003,0.0301,6954375168.0,15000000512.0,0.017331934960579224,OK,
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,26803562496.0,0.097332408585459,3.0,Yearly,0.215,-0.07,12.980785,7.5670567,5.3388214,12.408,0.29215,0.06316,275.291,2.75291,0.4692,0.22723,1946175872.0,1847283968.0,0.07260885086788128,OK,
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,6262330880.0,0.061920271398032245,3.0,Yearly,-0.079,,11.449133,1.6255128,0.64268583,8.199,0.1005,0.04952,171.728,1.7172800000000001,0.10342,0.04085,747374976.0,1039000000.0,0.11934453645477129,OK,
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,28851087360.0,0.0989943984010011,3.0,Yearly,0.021,0.023,16.600983,3.1602829,6.2194257,12.431,0.17607,0.11336,1.059,0.010589999999999999,0.37530997,0.33481997,999977152.0,1685426944.0,0.03465994676465463,OK,
CPT,Camden Property Trust,Real Estate,REIT - Residential,10356558848.0,0.03414829875709913,3.0,Yearly,-0.008,-0.757,94.504585,2.7782724,6.5470433,17.302,0.07885,0.01867,125.648,1.25648,0.16104001,0.20622,139679632.0,807443968.0,0.013487069793165336,OK,
CRL,Charles River Laboratories Inte,Healthcare,Diagnostics & Research,13283818496.0,0.0032857552523495315,3.0,Yearly,-0.027,,21.934452,4.6769533,3.321796,19.049,-0.07516,0.04107,105.047,1.05047,0.15113,-0.05963,468856000.0,582147968.0,0.03529527297750877,OK,
CRM,"Salesforce, Inc.",Technology,Software - Application,203873566720.0,0.09820006113830493,3.0,Yearly,0.108,1.189,15.474599,5.312232,4.6400285,18.207,0.19381,0.05704,110.417,1.10417,0.21375,0.2199,17731874816.0,15749999616.0,0.08697485947431803,OK,
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,211688292352.0,0.2900686653697968,3.0,Yearly,0.258,,128.73698,41.489067,39.22954,1942.078,0.01461,-0.0078100003,15.958,0.15958,-0.02259,0.00834,1995385472.0,2016615040.0,0.009426054931191134,OK,
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,442082263040.0,0.03571085300180399,3.0,Yearly,0.176,0.521,20.015137,8.79934,6.981165,24.533,0.27319,0.079780005,62.017,0.62017,0.27719,0.20951,11182624768.0,14177000448.0,0.025295348180454338,OK,
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,12342318080.0,0.14160530575519847,3.0,Yearly,0.184,12.61,17.17285,1.5544782,3.470843,31.077,0.00894,0.00466,14.537,0.14537,0.082159996,0.02081,412700000.0,497000000.0,0.03343780295767584,OK,
CSX,CSX Corporation,Industrials,Railroads,90678648832.0,-0.01737875164321634,3.0,Yearly,0.101,0.227,21.549543,6.439095,6.248529,15.918,0.24357,0.07383,138.068,1.3806800000000001,0.38424,0.22208999,1953250048.0,5321999872.0,0.021540352366947804,OK,
CTAS,Cintas Corporation,Industrials,Specialty Business Services,80634167296.0,0.08514371661641951,3.0,Yearly,0.089,0.156,32.947773,15.687037,7.1580896,27.73,0.40714002,0.161,52.646,0.52646,0.23688,0.17754,1464424832.0,2276280064.0,0.018161343771607913,OK,
CTLT,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
CTRA,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
CTSH,Cognizant Technology Solutions ,Technology,Information Technology Services,28380000256.0,0.028031282502597676,3.0,Yearly,0.045,0.038,9.493431,1.8752344,1.311339,6.955,0.14924,0.10735,14.479,0.14479,0.17479,0.10258,2215500032.0,2916999936.0,0.07806553953542009,OK,
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,55977746432.0,-0.0010322883978914899,3.0,Yearly,-0.012,-0.099,20.386246,2.224343,3.1426983,13.738,0.04256,0.04546,19.191,0.19191,0.3013,0.056649998,2417250048.0,1211000064.0,0.04318233944870216,OK,
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,121067339776.0,0.0763108477649228,3.0,Yearly,0.071,1.888,11.104347,1.5178386,0.29339346,11.008,0.06205,0.029679999,95.503,0.95503,0.03861,0.011849999,8076000256.0,14780000256.0,0.0667066796953026,OK,
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,419900817408.0,-0.07852874895364959,3.0,Yearly,0.535,3.219,15.889441,2.2113636,2.0054102,8.964,0.12231,0.05861,18.959,0.18959,0.21866,0.09834,21934000128.0,45320998912.0,0.05223614534355062,OK,
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,6046074368.0,0.02007899524656609,3.0,Yearly,0.03,,41.01862,1.7933993,0.51906544,9.015,-0.103769995,0.040120002,729.87,7.2987,0.17674999,-0.039920002,762499968.0,1296999936.0,0.12611488407017887,OK,
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,56606289920.0,0.05798731389635825,3.0,Yearly,0.176,-0.58,16.868437,2.0277252,3.1241398,13.898,0.08281,0.03041,160.459,1.60459,0.29219,0.13984999,-9181124608.0,5389000192.0,-0.16219265775897718,OK,
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,52550660096.0,0.07799197884220499,3.0,Yearly,0.187,-0.254,9.3354225,2.3958864,0.76955587,9.15,0.20125,0.04019,96.649,0.96649,0.07921,0.05784,2817374976.0,8134000128.0,0.05361255159979333,OK,
DAY,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,17146114048.0,-0.19269293381346742,3.0,Yearly,0.04,1.496,15.943983,1.2454518,2.453651,11.813,0.01792,0.020669999,22.902,0.22902,0.14239,0.00787,1835250048.0,1195000064.0,0.107035917459914,OK,
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,182196666368.0,-0.0450056665565175,3.0,Yearly,-0.111,-0.085,29.787348,6.5093293,3.8015454,25.796,0.18242,0.03759,376.022,3.76022,0.17479,0.10168,4516250112.0,7245000192.0,0.02478777577015651,OK,
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,11067498496.0,0.1469097911350663,3.0,Yearly,0.057,0.011,9.7614355,4.8277297,2.0023377,7.503,0.42558,0.20319,20.521,0.20521,0.15233,0.18361,871420352.0,1193713024.0,0.07873688460991864,OK,
DELL,Dell Technologies Inc.,Technology,Computer Hardware,360690188288.0,0.035349838884853435,3.0,Yearly,0.577,2.729,19.785532,-256.4602,2.3855643,21.686,,0.08643,,,0.12020001,0.07525,6033375232.0,12152000512.0,0.01672730622542617,PARTIAL,
DFS,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,27484438528.0,0.04125293834210786,3.0,Yearly,0.052,0.333,15.061901,2.958934,0.62982816,11.633,0.19692,0.048899997,169.811,1.69811,0.06813,0.03903,1738019712.0,3316349952.0,0.06323650054664126,OK,
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,25939947520.0,0.03743568077946513,3.0,Yearly,0.102,0.15,19.491264,3.4396358,2.24394,14.166,0.14602,0.06404,81.074,0.81074,0.15248,0.09187,909625024.0,1903000064.0,0.03506657148395033,OK,
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,38568009728.0,0.007612158904120037,3.0,Yearly,0.0,-0.048,11.747857,1.6251414,1.1564621,10.724,0.12632,0.06884,29.451,0.29451,0.1299,0.09154,2413900032.0,3352600064.0,0.06258814102734298,OK,
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,140695633920.0,-0.026665255865112814,3.0,Yearly,0.055,0.597,21.525337,2.675454,5.6038413,20.455,0.07605,0.03949,52.97,0.5297,0.19777,0.15948,4325125120.0,6634999808.0,0.030741004532232184,OK,
DIS,Walt Disney Company (The),Communication Services,Entertainment,183978491904.0,0.045093923223104904,3.0,Yearly,0.068,-0.483,14.268364,1.6752619,1.8609815,11.05,0.0801,0.048070002,39.404,0.39404000000000006,0.19301,0.086990006,4860375040.0,16988999680.0,0.026418169807241078,OK,
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,71219822592.0,0.09218604990875767,3.0,Yearly,0.299,-0.587,65.22326,2.6130695,10.540098,28.281,0.02912,0.01476,67.944,0.67944,0.25882,0.11825,3768482048.0,2967041024.0,0.05291338718419255,OK,
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,22172272640.0,0.0799582484358976,3.0,Yearly,0.07,1.972,14.943435,6.474714,1.1048186,11.497,0.46032003,0.08262,223.945,2.2394499999999997,0.062090002,0.08035,1049587520.0,3116999936.0,0.04733784114247659,OK,
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,14391628800.0,0.1104698360850378,3.0,Yearly,0.111,0.682,145.0,1.7841448,4.878839,15.49,0.03039,0.01513,108.653,1.08653,0.1599,0.08248,1645113088.0,1231026048.0,0.11431041690013573,OK,
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,25461297152.0,0.010445978801371991,3.0,Yearly,0.069,0.141,16.23615,3.3049545,3.0237045,14.125,0.14914,0.07061,42.316,0.42316000000000004,0.18691999,0.13475999,906472128.0,1390406016.0,0.03560196177706508,OK,
DOW,Dow Inc.,Basic Materials,Chemicals,20969551872.0,-0.11108214737616817,3.0,Yearly,0.197,,16.086222,1.3221899,0.50750387,9.507,-0.0554,0.012999999,111.913,1.11913,0.11594,-0.03129,237624992.0,3865999872.0,0.011331906063156904,OK,
DPZ,Domino's Pizza Inc,Consumer Cyclical,Restaurants,10308269056.0,0.02876024391390608,3.0,Yearly,0.043,0.068,14.937593,-2.587438,2.0502484,14.916,,0.33892,,,0.19084999,0.118640006,531496512.0,777804992.0,0.05156020948935541,PARTIAL,
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,23831279616.0,0.0799807207834049,3.0,Yearly,0.137,0.36,16.942162,10.846468,1.8039103,15.022,0.53718,0.07722,364.507,3.64507,0.14142,0.09134,790974976.0,1848300032.0,0.03319062126521104,OK,
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,27588315136.0,-0.06307993398170852,3.0,Yearly,-0.015,0.224,15.8489,2.2708278,1.6755733,15.314,0.1103,0.02769,229.06,2.2906,0.13623999,0.07999,-2596624896.0,3359000064.0,-0.09412045944812568,OK,
DUK,Duke Energy Corporation (Holdin,Utilities,Utilities - Regulated Electric,93112033280.0,0.03867971409471327,3.0,Yearly,0.011,0.106,16.650122,1.7320802,2.838522,11.297,0.098570004,0.028369999,162.155,1.62155,0.27503002,0.15995,-4477374976.0,11562000384.0,-0.04808588984987527,OK,
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,11652787200.0,0.055264367135682946,3.0,Yearly,0.052,0.558,10.524406,-15.175959,0.8317689,9.251,0.88475,0.07515,1241.986,12.419860000000002,0.16061,0.060489997,1042460032.0,2193155072.0,0.08946014495141558,OK,
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,55253000192.0,-0.03570785468840698,3.0,Yearly,0.642,0.44,9.374697,1.383556,2.9419627,7.418,0.11522,0.05909,28.488,0.28488,0.41077,0.17464,782625024.0,8552999936.0,0.014164389649076741,OK,
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,31332263936.0,0.1701360960301399,3.0,Yearly,0.131,0.436,26.577595,11.953642,6.305293,21.938,0.38491002,0.103310004,53.346,0.5334599999999999,0.24327,0.20118,1021162496.0,1748700032.0,0.03259140476046831,OK,
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,52925640704.0,0.0046911288415614205,3.0,Yearly,0.189,0.975,21.720531,7.7727118,6.745557,30.355,0.16458,0.072340004,26.43,0.2643,0.25881,0.13803001,1692499968.0,2294000128.0,0.03197882813484929,OK,
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,47948750848.0,0.042572293921697035,3.0,Yearly,0.148,0.55,16.003529,10.278546,3.9930673,16.725,0.46611,0.091450006,153.012,1.53012,0.2157,0.18571,1579624960.0,3036000000.0,0.03294402736387215,OK,
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,77421150208.0,0.04264019904644334,3.0,Yearly,0.097,0.033,29.325445,7.6994705,4.596773,20.851,0.21956,0.07233,138.023,1.38023,0.18521999,0.12566,1474824960.0,3056800000.0,0.019049380641307043,OK,
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,39371956224.0,0.02587238970223038,3.0,Yearly,0.132,0.221,16.403976,1.5315561,2.2257876,10.747,0.08962,0.03237,110.113,1.10113,0.16540001,0.12533,-844875008.0,3955000064.0,-0.021458801873933526,OK,
EFX,"Equifax, Inc.",Industrials,Consulting Services,19854948352.0,0.05848490317101085,3.0,Yearly,0.106,0.007,16.61358,4.537278,3.0809138,13.143,0.14275,0.061550003,120.956,1.20956,0.17305,0.10729,947537472.0,1612400000.0,0.04772298850651777,OK,
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,14252378112.0,0.12836140182450917,3.0,Yearly,-0.113,-0.115,6.2208834,0.93228626,0.8470953,,0.12572,0.02489,23.26,0.23260000000000003,0.19132,0.11376,2064625024.0,2000000000.0,0.14486179132882102,OK,
EIX,Edison International,Utilities,Utilities - Regulated Electric,21549582336.0,0.03904776111316921,3.0,Yearly,-0.041,0.551,8.607757,1.2351397,1.1094878,7.446,0.19734,0.04092,228.042,2.28042,0.26899,0.19281,82375000.0,6391000064.0,0.003822579886496785,OK,
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,Household & Personal Products,35137523712.0,-0.018374524462719366,3.0,Yearly,0.063,,24.816534,9.231939,2.3348744,16.654,0.04745,0.0523,242.932,2.4293199999999997,0.07003,0.01209,1812125056.0,1772999936.0,0.05157236095670372,OK,
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,90807508992.0,0.08338453671992796,3.0,Yearly,0.014,-0.131,14.143337,2.0229387,0.4515226,10.149,0.11133,0.03832,68.953,0.68953,0.04559,0.02468,4306375168.0,7464000000.0,0.047423117491080885,OK,
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,7786786304.0,-0.06127032466847515,3.0,Yearly,0.099,0.325,9.847438,1.2773579,0.87837404,9.073,0.07334,0.03549,88.518,0.88518,0.12893,0.04986,544625024.0,991000000.0,0.06994220757287653,OK,
EMR,Emerson Electric Company,Industrials,Specialty Industrial Machinery,85241618432.0,0.09282630664203761,3.0,Yearly,0.07,0.23,21.0074,4.1655946,4.57403,15.934,0.128,0.068969995,67.677,0.6767700000000001,0.26924,0.13828,3706249984.0,3912000000.0,0.04347934790746137,OK,
ENPH,"Enphase Energy, Inc.",Technology,Solar,4790865408.0,-0.14185407107518988,3.0,Yearly,-0.196,-0.035,15.983079,4.064177,3.6062162,23.354,0.12996,0.023759998,51.899,0.5189900000000001,0.17981,0.100880004,78322752.0,204691008.0,0.016348351566966,OK,
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,78488141824.0,-0.08514403108878354,3.0,Yearly,0.587,1.094,10.215577,2.4302394,2.9373207,5.563,0.22507,0.11017,25.891,0.25891,0.40717998,0.25733,4478750208.0,13358000128.0,0.05706276265328138,OK,
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,6082620928.0,0.04190812675920319,3.0,Yearly,0.045,0.263,8.385254,1.7285815,1.0829433,7.229,0.111770004,0.08453,4.326,0.04325999999999999,0.10936,0.07151,650156096.0,538790016.0,0.10688749203606462,OK,
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,102393577472.0,0.08265773019010236,3.0,Yearly,0.167,0.288,55.514244,7.1195207,10.338609,27.486,0.10735,0.03683,162.217,1.6221700000000001,0.27021998,0.15479,3776000000.0,3942000128.0,0.036877312945067915,OK,
EQR,Equity Residential,Real Estate,REIT - Residential,24609972224.0,0.04194040742424798,3.0,Yearly,0.021,-0.399,41.35888,2.273409,7.8645782,17.342,0.080240004,0.026689999,78.679,0.78679,0.27879998,0.27974,1423153408.0,1566091008.0,0.057828322399003776,OK,
EQT,EQT Corporation,Energy,Oil & Gas E&P,33821650944.0,-0.11718245847505004,3.0,Yearly,-0.039,-0.74,14.034533,1.338996,3.639116,6.143,0.11078,0.06629,19.595,0.19594999999999999,0.23372999,0.29176,2460903936.0,6246145024.0,0.0727612008081636,OK,
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,12812585984.0,0.13315715446994947,3.0,Yearly,0.028,0.032,17.48965,5.193404,3.110252,15.055,0.24808,0.14147,2.56,0.0256,0.19096,0.14007,481207744.0,697777024.0,0.03755742553462032,OK,
ES,Eversource Energy (D/B/A),Utilities,Utilities - Regulated Electric,25809752064.0,0.033017102123918285,3.0,Yearly,0.023,-0.854,13.936828,1.579202,1.843768,10.937,0.09016,0.03302,180.7,1.807,0.23923,0.10354,811961344.0,4430451200.0,0.03145947864925604,OK,
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,18810646528.0,0.05510390234068829,3.0,Yearly,0.031,-0.718,43.32152,3.29498,9.496605,19.837,0.0771,0.029560002,122.409,1.2240900000000001,0.33975,0.20893,1043926720.0,1118023040.0,0.05549658904313021,OK,
ETN,"Eaton Corporation, PLC",Industrials,Specialty Industrial Machinery,165171167232.0,0.09769979247934413,3.0,Yearly,0.214,-0.159,26.366879,8.157133,5.500938,28.0,0.19684,0.07052,105.059,1.05059,0.16563,0.12752,3106125056.0,4950000128.0,0.018805491951492514,OK,
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,50324303872.0,-0.020204385975384764,3.0,Yearly,0.059,-0.019,20.635138,2.6962755,3.7326405,14.488,0.10248999,0.02683,186.77,1.8677000000000001,0.24458,0.13329001,-4400858112.0,6074613760.0,-0.08744995505936047,OK,
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,18818893824.0,0.005797706437296046,3.0,Yearly,0.044,0.23,17.8794,1.8407758,3.088153,12.445,0.092539996,0.02908,160.554,1.60554,0.25238,0.15192,-1443362560.0,1982800000.0,-0.07669752396175696,OK,
EW,Edwards Lifesciences Corporatio,Healthcare,Medical Devices,48580247552.0,0.1077223514087009,3.0,Yearly,0.136,-0.254,24.982677,4.581591,7.459768,22.631,0.09175,0.083680004,6.568,0.06568,0.29839,0.15431,1232412544.0,1720300032.0,0.0253685933296415,OK,
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,44465762304.0,0.08336312473906027,3.0,Yearly,0.099,-0.002,14.205312,1.5001738,1.7557356,11.42,0.09711,0.028110001,177.362,1.77362,0.16590999,0.10989001,-2685125120.0,7212000256.0,-0.060386350775739533,OK,
EXPD,Expeditors International of Was,Industrials,Integrated Freight & Logistics,25036195840.0,-0.13447253986862018,3.0,Yearly,0.321,0.515,24.29487,11.819577,2.0801091,19.446,0.4267,0.1523,26.745,0.26745,0.107080005,0.07634,797562240.0,972540992.0,0.031856366881654816,OK,
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,33705031680.0,0.08087962506974211,3.0,Yearly,0.14,1.887,11.49396,27.873945,2.1468174,11.602,0.89489,0.061079998,230.271,2.30271,0.1898,0.12968001,3434374912.0,5216000000.0,0.10189502103443802,OK,
EXR,Extra Space Storage Inc,Real Estate,REIT - Industrial,30377498624.0,0.20629197785498432,3.0,Yearly,0.038,0.06,28.633898,2.1933963,8.65181,18.92,0.06953,0.03358,101.674,1.01674,0.45882,0.2728,1499437568.0,1901193984.0,0.04936013944266486,OK,
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,55706714112.0,0.05815471849810683,3.0,Yearly,-0.038,,7.251869,1.5594999,0.2963549,25.765,-0.18252,0.00348,456.708,4.567080000000001,0.018819999,-0.03935,-7940250112.0,16947000320.0,-0.14253668051638968,OK,
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,57660788736.0,0.15993445004276818,3.0,Yearly,0.525,1.795,11.124318,1.5173635,3.5487928,6.421,0.034930002,0.01308,28.678,0.28678000000000003,0.48466998,0.09029,5035500032.0,10142999552.0,0.0873297112714681,OK,
FAST,Fastenal Company,Industrials,Industrial Distribution,56594579456.0,0.05515402516123835,3.0,Yearly,0.147,0.146,35.20669,13.908629,6.468395,29.074,0.34334,0.21521999,10.851,0.10851000000000001,0.21023001,0.15454,916124992.0,1399200000.0,0.016187504188669696,OK,
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Copper,102057762816.0,0.04391666611007472,3.0,Yearly,-0.073,0.281,17.185846,5.0753407,3.9453287,12.607,0.14755,0.07585,32.149,0.32149,0.33404,0.113850005,2159249920.0,5900000256.0,0.021157135532089928,OK,
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,9236726784.0,0.07984113351802002,3.0,Yearly,0.064,-0.096,13.173385,4.5720367,3.7879362,11.263,0.27032,0.11079001,77.284,0.7728400000000001,0.30542,0.2321,621161344.0,829592000.0,0.06724907627190892,OK,
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,73838804992.0,0.016601213758559163,3.0,Yearly,0.125,-0.043,14.956726,2.3660161,0.77954817,8.714,0.14846,0.050079998,135.697,1.35697,0.11129,0.0468,5656625152.0,8924999680.0,0.07660775594367843,OK,
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,26683029504.0,0.06594636102267804,3.0,Yearly,0.088,0.083,15.64047,2.0636127,1.7065126,10.532,0.09491,0.03682,200.908,2.00908,0.19304001,0.06939,-2014625024.0,3118000128.0,-0.0755021098221996,OK,
FFIV,"F5, Inc.",Technology,Software - Infrastructure,23313977344.0,0.04631913174341684,3.0,Yearly,0.109,0.114,22.775652,6.0678544,7.0449195,23.785,0.1983,0.07977,6.546,0.06546,0.24649,0.21952999,717135488.0,1049441024.0,0.030759894694011074,OK,
FI,,Unknown,Unknown,,,,None,,,,,,,,,,,,,,,,PARTIAL,
FICO,Fair Isaac Corporation,Technology,Software - Application,21282095104.0,0.1306838755794808,3.0,Yearly,0.257,0.412,18.552761,-5.1942186,8.891343,21.08,,0.39981,,,0.53787,0.3405,774413504.0,1001548992.0,0.03638802947809625,PARTIAL,
FIS,Fidelity National Information S,Technology,Information Technology Services,19713769472.0,0.031797154725512033,3.0,Yearly,0.291,,5.6914496,1.2271162,1.6158828,11.403,0.22348,0.04275,132.51,1.3251,0.20669001,0.27648002,2653125120.0,2976000000.0,0.1345823346351039,OK,
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,49607675904.0,0.02874687207964821,3.0,Yearly,0.518,-0.057,11.080535,1.5358275,4.914084,,0.08438,0.0092,,,0.39078,0.23239,,3664999936.0,,PARTIAL,
FMC,FMC Corporation,Basic Materials,Agricultural Inputs,1427585920.0,-0.15769782577341196,3.0,Yearly,-0.175,,7.0274067,0.8721597,0.43909508,19.97,-0.88376,0.0058099995,265.047,2.6504700000000003,0.11833,-0.84830004,165637504.0,156400000.0,0.11602629423523594,OK,
FOX,Fox Corporation,Communication Services,Entertainment,24574570496.0,0.047201624551486354,3.0,Yearly,0.281,0.031,10.174065,2.1091185,1.4349277,7.233,0.14291,0.095010005,64.06,0.6406000000000001,0.25214002,0.09839,555374976.0,1970000000.0,0.022599580167246395,OK,
FOXA,Fox Corporation,Communication Services,Entertainment,27723646976.0,0.047201624551486354,3.0,Yearly,0.281,0.031,11.334961,2.3793888,1.6188046,8.042,0.14291,0.095010005,64.06,0.6406000000000001,0.25214002,0.09839,555374976.0,1970000000.0,0.02003253671787052,OK,
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,9939988480.0,0.05982700870532742,3.0,Yearly,0.072,-0.456,35.84616,3.1004474,7.443326,18.009,0.12550999,0.03259,134.114,1.34114,0.35035,0.32663,456137632.0,630972032.0,0.04588915097012265,OK,
FSLR,"First Solar, Inc.",Technology,Solar,22464409600.0,0.258374947984624,3.0,Yearly,-0.037,0.233,9.021346,2.176693,4.1770387,8.773,0.18509,0.08619001,1.88,0.018799999999999997,0.42641997,0.32465,1598684800.0,2155742976.0,0.07116522661695057,OK,
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,114510700544.0,0.15461947760091377,3.0,Yearly,0.256,0.439,41.312733,73.826866,15.212517,42.762,1.17442,0.14166,36.194,0.36194000000000004,0.33595002,0.28173,2265587456.0,3396100096.0,0.019784941016315435,OK,
